"Date","Price","Open","High","Low","Change %"
"Jan 06, 2016","78.505","78.330","78.525","78.330","0.06"
"Jan 05, 2016","78.455","78.370","78.575","78.250","-0.05"
"Jan 04, 2016","78.495","78.080","78.525","78.080","0.37"
"Jan 01, 2016","78.205","78.080","78.205","78.080","0.00"
"Dec 31, 2015","78.205","78.080","78.595","78.080","0.00"
"Dec 30, 2015","78.205","78.100","78.425","78.080","-0.03"
"Dec 29, 2015","78.225","78.120","78.245","78.100","-0.03"
"Dec 28, 2015","78.245","78.480","78.605","77.670","-0.46"
"Dec 25, 2015","78.605","78.480","78.605","78.480","0.00"
"Dec 24, 2015","78.605","78.500","78.645","78.480","-0.03"
"Dec 23, 2015","78.625","78.020","78.705","77.720","0.61"
"Dec 22, 2015","78.145","78.050","78.705","78.020","-0.04"
"Dec 21, 2015","78.175","78.070","78.255","77.830","-0.03"
"Dec 18, 2015","78.195","78.100","78.225","78.070","-0.04"
"Dec 17, 2015","78.225","77.980","78.255","77.980","0.15"
"Dec 16, 2015","78.105","77.960","78.145","77.960","-0.33"
"Dec 15, 2015","78.365","78.030","78.535","77.960","-0.13"
"Dec 14, 2015","78.470","78.070","78.540","78.030","0.35"
"Dec 11, 2015","78.195","78.100","78.225","78.070","-0.04"
"Dec 10, 2015","78.225","78.000","78.235","78.000","0.13"
"Dec 09, 2015","78.125","78.000","78.245","78.000","0.00"
"Dec 08, 2015","78.125","78.030","78.255","78.000","-0.04"
"Dec 07, 2015","78.155","78.080","78.205","78.000","-0.06"
"Dec 04, 2015","78.205","78.100","78.285","78.080","-0.03"
"Dec 03, 2015","78.225","78.130","78.255","78.100","-0.52"
"Dec 02, 2015","78.635","77.970","78.635","77.970","0.69"
"Dec 01, 2015","78.095","77.970","78.285","77.970","0.00"
"Nov 30, 2015","78.095","77.980","78.105","77.970","-0.04"
"Nov 27, 2015","78.125","77.250","78.125","77.250","0.97"
"Nov 26, 2015","77.375","77.250","77.375","77.250","0.00"
"Nov 25, 2015","77.375","77.270","77.395","77.250","-0.03"
"Nov 24, 2015","77.395","77.300","77.425","77.270","-0.04"
"Nov 23, 2015","77.425","77.330","77.455","77.300","-0.04"
"Nov 20, 2015","77.455","77.330","78.135","77.200","0.00"
"Nov 19, 2015","77.455","77.350","77.545","77.330","-0.03"
"Nov 18, 2015","77.475","77.380","77.545","77.350","-0.04"
"Nov 17, 2015","77.505","77.940","78.065","77.380","-0.72"
"Nov 16, 2015","78.065","77.930","78.075","77.930","0.01"
"Nov 13, 2015","78.055","77.950","78.075","77.930","-0.03"
"Nov 12, 2015","78.075","77.970","78.095","77.950","-0.03"
"Nov 11, 2015","78.095","77.980","78.105","77.970","-0.01"
"Nov 10, 2015","78.105","78.020","78.145","77.750","-0.05"
"Nov 09, 2015","78.145","78.050","78.175","77.420","-0.04"
"Nov 06, 2015","78.175","78.070","78.315","77.420","-0.11"
"Nov 05, 2015","78.260","78.080","78.320","78.070","0.07"
"Nov 04, 2015","78.205","78.100","78.375","78.080","-0.06"
"Nov 03, 2015","78.250","77.750","78.250","77.750","0.48"
"Nov 02, 2015","77.875","77.730","78.065","77.720","-0.01"
"Oct 30, 2015","77.880","77.720","78.030","77.720","0.04"
"Oct 29, 2015","77.845","77.760","78.045","77.720","-0.05"
"Oct 28, 2015","77.885","77.730","77.895","77.730","0.04"
"Oct 27, 2015","77.855","77.750","78.015","77.730","-0.04"
"Oct 26, 2015","77.890","77.750","77.890","77.720","0.02"
"Oct 23, 2015","77.875","77.750","77.875","77.730","0.00"
"Oct 22, 2015","77.875","77.750","77.885","77.720","0.00"
"Oct 21, 2015","77.875","77.730","77.925","77.730","0.03"
"Oct 20, 2015","77.855","77.750","77.885","77.720","-0.03"
"Oct 19, 2015","77.875","77.730","77.875","77.730","0.00"
"Oct 16, 2015","77.875","77.750","77.875","77.730","0.06"
"Oct 15, 2015","77.830","77.740","77.840","77.720","-0.02"
"Oct 14, 2015","77.845","77.750","77.875","77.720","-0.04"
"Oct 13, 2015","77.875","77.630","77.885","77.630","0.15"
"Oct 12, 2015","77.755","77.650","77.775","77.630","-0.03"
"Oct 09, 2015","77.775","77.630","77.865","77.630","0.03"
"Oct 08, 2015","77.755","77.670","77.915","77.630","0.39"
"Oct 07, 2015","77.450","77.700","78.180","76.970","-0.48"
"Oct 06, 2015","77.825","77.750","77.875","77.360","-0.06"
"Oct 05, 2015","77.875","77.750","77.875","77.740","0.00"
"Oct 02, 2015","77.875","77.720","77.875","77.720","0.03"
"Oct 01, 2015","77.855","77.750","77.875","77.720","-0.03"
"Sep 30, 2015","77.875","77.650","77.875","77.650","0.13"
"Sep 29, 2015","77.775","77.750","77.875","77.640","-0.13"
"Sep 28, 2015","77.875","77.730","77.875","77.710","0.03"
"Sep 25, 2015","77.855","77.750","77.875","77.720","-0.03"
"Sep 24, 2015","77.875","77.720","77.875","77.310","0.04"
"Sep 23, 2015","77.845","77.740","77.885","77.700","-0.03"
"Sep 22, 2015","77.865","77.750","77.875","77.700","-0.01"
"Sep 21, 2015","77.875","77.730","77.885","77.730","0.00"
"Sep 18, 2015","77.875","77.730","77.885","77.520","0.03"
"Sep 17, 2015","77.855","77.730","77.885","77.520","0.00"
"Sep 16, 2015","77.855","77.620","77.895","77.520","0.06"
