Date,Price,Open,High,Low,Change ,calamities
7 14 2016,66.843,67.006,67.042,66.802,-0.26,
7 15 2016,67.141,66.843,67.175,66.843,0.45,
7 18 2016,67.137,67.096,67.22,67.012,-0.01,
7 19 2016,67.204,67.137,67.24,67.063,0.1,
7 20 2016,67.163,67.188,67.255,67.095,-0.06,
7 21 2016,67.153,67.174,67.273,67.081,-0.01,
7 22 2016,67.154,67.163,67.217,67.042,0,
7 25 2016,67.412,67.15,67.48,67.09,0.38,terrorist attack
7 26 2016,67.321,67.415,67.438,67.255,-0.13,
7 27 2016,67.072,67.294,67.379,67.042,-0.37,
7 28 2016,67.014,67.058,67.115,66.94,-0.09,
7 29 2016,66.655,67.032,67.113,66.625,-0.54,
08 01 2016,66.764,66.72,66.81,66.64,0.16,
08 02 2016,66.682,66.767,66.805,66.57,-0.12,
08 03 2016,66.767,66.687,67.015,66.682,0.13,
08 04 2016,66.84,66.782,67.01,66.74,0.11,
08 05 2016,66.842,66.843,66.901,66.71,0,terrorist attack
08 08 2016,66.81,66.84,66.865,66.673,-0.05,
08 09 2016,66.774,66.816,66.985,66.738,-0.05,
08 10 2016,66.765,66.772,66.808,66.6,-0.01,
08 11 2016,66.75,66.765,66.92,66.738,-0.02,
08 12 2016,66.908,66.75,66.926,66.738,0.24,
8 15 2016,66.853,66.91,66.96,66.792,-0.08,
8 16 2016,66.87,66.865,66.938,66.688,0.03,
8 17 2016,66.893,66.857,66.986,66.84,0.03,
8 18 2016,66.83,66.904,66.916,66.717,-0.09,
8 19 2016,67.137,66.822,67.205,66.822,0.46,
8 22 2016,67.202,67.138,67.37,67.095,0.1,
8 23 2016,67.122,67.194,67.211,67.03,-0.12,
8 24 2016,67.167,67.153,67.295,67.087,0.07,
8 25 2016,67.016,67.167,67.167,67,-0.22,
8 26 2016,67.136,67.014,67.161,66.831,0.18,
8 29 2016,67.113,67.137,67.215,67.06,-0.03,
8 30 2016,67.144,67.096,67.155,66.934,0.05,
8 31 2016,66.973,67.148,67.155,66.92,-0.25,
09 01 2016,66.801,66.962,67.095,66.758,-0.26,
09 02 2016,66.795,66.833,66.897,66.617,-0.01,
09 05 2016,66.47,66.65,66.665,66.435,-0.49,
09 06 2016,66.28,66.55,66.58,66.27,-0.29,
09 07 2016,66.478,66.37,66.506,66.31,0.3,
09 08 2016,66.631,66.478,66.676,66.365,0.23,
09 09 2016,66.895,66.653,66.895,66.46,0.4,
09 12 2016,66.738,66.85,66.995,66.727,-0.23,
9 13 2016,67.14,66.738,67.148,66.732,0.6,
9 14 2016,66.798,67.131,67.132,66.786,-0.51,
9 15 2016,66.86,66.798,67.085,66.767,0.09,
9 16 2016,67.075,66.863,67.12,66.775,0.32,
9 19 2016,66.98,67.076,67.08,66.87,-0.14,
9 20 2016,66.985,66.98,67.07,66.91,0.01,
9 21 2016,66.744,66.988,67.145,66.738,-0.36,
9 22 2016,66.633,66.762,66.903,66.53,-0.17,
9 23 2016,66.707,66.635,66.75,66.593,0.11,
9 26 2016,66.613,66.707,66.805,66.547,-0.14,
9 27 2016,66.425,66.629,66.712,66.425,-0.28,
9 28 2016,66.349,66.47,66.548,66.346,-0.11,
9 29 2016,66.812,66.346,66.955,66.327,0.7,
9 30 2016,66.556,66.802,66.873,66.51,-0.38,
10 03 2016,66.546,66.555,66.61,66.43,-0.02,terrorist attack
10 04 2016,66.609,66.494,66.63,66.373,0.09,
10 05 2016,66.572,66.613,66.675,66.505,-0.06,
10 06 2016,66.697,66.574,66.796,66.554,0.19,terrorist attack
10 07 2016,66.602,66.696,66.89,66.535,-0.14,
10 10 2016,66.492,66.602,66.62,66.473,-0.17,
10 11 2016,66.834,66.508,66.862,66.494,0.51,
10 12 2016,66.812,66.819,66.885,66.73,-0.03,
10 13 2016,66.794,66.827,66.99,66.73,-0.03,
10 14 2016,66.717,66.794,66.91,66.64,-0.12,
10 17 2016,66.789,66.718,66.9,66.715,0.11,
10 18 2016,66.733,66.789,66.802,66.65,-0.08,
10 19 2016,66.645,66.74,66.775,66.61,-0.13,
10 20 2016,66.83,66.638,66.87,66.61,0.28,
10 21 2016,66.926,66.852,67.005,66.76,0.14,
10 24 2016,66.845,66.921,66.935,66.766,-0.12,
10 25 2016,66.806,66.851,66.94,66.74,-0.06,
10 26 2016,66.863,66.812,66.9,66.758,0.09,
10 27 2016,66.881,66.862,66.963,66.79,0.03,
10 28 2016,66.778,66.894,66.934,66.691,-0.15,
10 31 2016,66.686,66.779,66.8,66.65,-0.14,
11 01 2016,66.696,66.685,66.78,66.66,0.01,smog
11 02 2016,66.762,66.695,66.87,66.63,0.1,smog
